"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","예결산구분","세입세출구분","인적자원운용","학생복지/교육격차해소","기본적교육활동","선택적교육활동","교육활동지원","학교일반운영","학교시설확충","학교재무활동"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002312","서울안암초등학교","02","공립","N","","복식부기","예산세출","16930000","104362000","94103000","162183000","81733000","290947000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002313","서울오현초등학교","02","공립","N","","복식부기","예산세출","20665000","127194000","89016000","71695000","75864000","295689000","0","1000000"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002314","서울우이초등학교","02","공립","N","","복식부기","예산세출","24416000","155758000","149048000","373402000","82229000","489354000","2400000","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002315","서울월곡초등학교","02","공립","N","","복식부기","예산세출","24180000","132678000","98520000","18000000","106585000","350172000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002316","서울유현초등학교","02","공립","N","","복식부기","예산세출","22780000","78362000","140280000","18100000","125873000","256346000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002317","서울인수초등학교","02","공립","N","","복식부기","예산세출","21590000","144516000","162830000","20596000","123426000","368772000","2000000","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002318","서울일신초등학교","02","공립","N","","복식부기","예산세출","20540000","140260000","161582000","27903000","75833000","288509000","0","10000000"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002319","서울장곡초등학교","02","공립","N","","복식부기","예산세출","23560000","283950000","149650000","310002000","163422000","353402000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002320","서울장위초등학교","02","공립","N","","복식부기","예산세출","24260000","211446000","111220000","132390000","74174000","482329000","125000000","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002321","서울정덕초등학교","02","공립","N","","복식부기","예산세출","28670000","252416000","178005000","22870000","54461000","354063000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002322","서울정릉초등학교","02","공립","N","","복식부기","예산세출","20505000","158161000","144028000","448600000","62250000","325954000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002323","서울정수초등학교","02","공립","N","","복식부기","예산세출","20407000","108421000","70360000","55312000","80942000","331447000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002324","서울청덕초등학교","02","공립","N","","복식부기","예산세출","52351000","156617000","112825000","19630000","62257000","330887000","0","1000000"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002325","서울화계초등학교","02","공립","N","","복식부기","예산세출","26380000","133275000","123550000","115375000","84887000","438240000","21792000","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002369","서울광희초등학교","02","공립","N","","복식부기","예산세출","22330000","164506000","86710000","54480000","58787000","336122000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002370","서울교동초등학교","02","공립","N","","복식부기","예산세출","11850000","89244000","98168000","161735000","63997000","294491000","0","5000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002371","서울금양초등학교","02","공립","N","","복식부기","예산세출","23769000","172907000","166627000","227550000","126625000","285871000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002372","서울남산초등학교","02","공립","N","","복식부기","예산세출","11110000","123762000","77060000","11400000","84259000","381962000","0","3000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002373","서울남정초등학교","02","공립","N","","복식부기","예산세출","18750000","170614000","101695000","208650000","111509000","234028000","0","1500000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002375","서울덕수초등학교","02","공립","N","","복식부기","예산세출","18240000","213852000","150483000","75690000","40211000","338011000","0","5000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002376","서울독립문초등학교","02","공립","N","","복식부기","예산세출","17960000","123840000","121296000","304860000","70442000","326359000","0","30000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002377","서울매동초등학교","02","공립","N","","복식부기","예산세출","15740000","114026000","97230000","14500000","36449000","299955000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002378","서울명신초등학교","02","공립","N","","복식부기","예산세출","12624000","31070000","108410000","29080000","66530000","321524000","0","1000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002379","서울보광초등학교","02","공립","N","","복식부기","예산세출","20162000","157832000","91700000","80120000","88547000","308638000","0","1000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002380","서울봉래초등학교","02","공립","N","","복식부기","예산세출","18555000","227038000","152712000","16000000","45286000","432228000","40000000","500000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002381","서울삼광초등학교","02","공립","N","","복식부기","예산세출","17120000","89820000","105480000","26052000","97147000","328157000","0","2000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002382","서울서빙고초등학교","02","공립","N","","복식부기","예산세출","13710000","100879000","94671000","220100000","97052000","306020000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002383","서울세검정초등학교","02","공립","N","","복식부기","예산세출","21140000","156222000","148540000","483220000","123004000","364028000","0","0"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002384","서울숭신초등학교","02","공립","N","","복식부기","예산세출","28860000","152590000","169932000","119218000","89229000","345719000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002385","서울신용산초등학교","02","공립","N","","복식부기","예산세출","21790000","244545000","358717000","607200000","91118000","432014000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002386","서울용산초등학교","02","공립","N","","복식부기","예산세출","20136000","140118000","112515000","177923000","122037000","335949000","82416000","1000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002387","서울용암초등학교","02","공립","N","","복식부기","예산세출","17490000","114176000","63710000","14396000","43671000","288632000","0","1000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002388","서울원효초등학교","02","공립","N","","복식부기","예산세출","14300000","160036000","121650000","250500000","53941000","319590000","0","5000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002389","서울이태원초등학교","02","공립","N","","복식부기","예산세출","16602000","145784000","77550000","111331000","46459000","356212000","106312000","1000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002390","서울장충초등학교","02","공립","N","","복식부기","예산세출","18934000","99859000","137500000","38120000","45396000","393977000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002391","서울재동초등학교","02","공립","N","","복식부기","예산세출","14540000","144087000","85105000","19320000","75416000","262222000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002392","서울창신초등학교","02","공립","N","","복식부기","예산세출","16920000","116745000","119850000","45080000","65612000","404834000","0","4000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002393","서울청구초등학교","02","공립","N","","복식부기","예산세출","10500000","220164000","188555000","105880000","77459000","450389000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002394","서울청운초등학교","02","공립","N","","복식부기","예산세출","17330000","164858000","122190000","21100000","65236000","433789000","140788000","2000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002395","서울청파초등학교","02","공립","N","","복식부기","예산세출","13920000","144206000","118573000","218534000","66318000","317502000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002396","서울충무초등학교","02","공립","N","","복식부기","예산세출","23226000","142797000","99225000","34570000","39251000","293581000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002397","서울한강초등학교","02","공립","N","","복식부기","예산세출","16290000","87278000","104250000","17813000","40265000","287915000","0","500000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002398","서울한남초등학교","02","공립","N","","복식부기","예산세출","18190000","170603000","94104000","253996000","99310000","306817000","0","3000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002399","서울혜화초등학교","02","공립","N","","복식부기","예산세출","15300000","145586000","158780000","396676000","107317000","338870000","0","5000000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 종로구","S010002400","서울효제초등학교","02","공립","N","","복식부기","예산세출","13380000","70149000","81100000","23032000","89149000","326228000","500000","500000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 용산구","S010002401","서울후암초등학교","02","공립","N","","복식부기","예산세출","11000000","157011000","85240000","153426000","70402000","283781000","0","0"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010002402","서울흥인초등학교","02","공립","N","","복식부기","예산세출","15880000","75237000","98720000","19899000","88905000","380554000","0","2000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010002495","서울신기초등학교","02","공립","N","","복식부기","예산세출","17990000","197555000","113370000","208665000","164415000","360185000","50000000","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 금천구","S010005177","서울금동초등학교","02","공립","N","","복식부기","예산세출","23380000","89490000","138080000","21162000","58351000","389910000","0","0"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010005178","서울덕암초등학교","02","공립","N","","복식부기","예산세출","22190000","48570000","112310000","178453000","94416000","326112000","0","0"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010005179","서울봉현초등학교","02","공립","N","","복식부기","예산세출","16800000","103778000","134145000","16100000","55144000","369918000","0","0"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010005203","서울광진초등학교","02","공립","N","","복식부기","예산세출","22550000","90620000","115130000","16400000","112067000","366441000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005213","서울연광초등학교","02","공립","N","","복식부기","예산세출","19940000","133169000","108976000","107186000","38678000","378160000","16000000","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010005214","서울고원초등학교","02","공립","N","","복식부기","예산세출","19820000","150206000","131744000","67074000","55155000","342043000","0","3000000"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010005215","서울가인초등학교","02","공립","N","","복식부기","예산세출","18260000","136677000","130460000","228438000","47543000","312450000","0","10000000"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010005236","서울묵현초등학교","02","공립","N","","복식부기","예산세출","20570000","125454000","135989000","15585000","107311000","301301000","0","1000000"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010005241","서울양진초등학교","02","공립","N","","복식부기","예산세출","25800000","101284000","167400000","57600000","92610000","429233000","0","0"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010005244","서울마장초등학교","02","공립","N","","복식부기","예산세출","15940000","123286000","180040000","242308000","176731000","335637000","0","2000000"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005247","서울서신초등학교","02","공립","N","","복식부기","예산세출","18570000","156393000","150607000","36756000","75510000","371677000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010005249","서울석계초등학교","02","공립","N","","복식부기","예산세출","22400000","158179000","125290000","60300000","59466000","304365000","0","0"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010005251","서울보라매초등학교","02","공립","N","","복식부기","예산세출","26060000","167847000","246950000","65890000","148894000","493539000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010005253","서울염경초등학교","02","공립","N","","복식부기","예산세출","28650000","215322000","149270000","32800000","106657000","411693000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 영등포구","S010005254","서울영문초등학교","02","공립","N","","복식부기","예산세출","19640000","188967000","148740000","43962000","126555000","446760000","0","3000000"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010005257","서울조원초등학교","02","공립","N","","복식부기","예산세출","28430000","125882000","117606000","94610000","125535000","375434000","68000000","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010005259","서울화일초등학교","02","공립","N","","복식부기","예산세출","22338000","162863000","161095000","20742000","85968000","431222000","23400000","10000000"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010005269","서울행현초등학교","02","공립","N","","복식부기","예산세출","18100000","134305000","162574000","104900000","98746000","359347000","0","10000"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010005272","서울길원초등학교","02","공립","N","","복식부기","예산세출","26790000","182754000","186759000","24160000","173277000","409184000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010005280","서울장수초등학교","02","공립","N","","복식부기","예산세출","13310000","158551000","111000000","163780000","31910000","397888000","0","0"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010005282","서울장월초등학교","02","공립","N","","복식부기","예산세출","16560000","146249000","130575000","17520000","119063000","341126000","0","0"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010005283","서울휘봉초등학교","02","공립","N","","복식부기","예산세출","24115000","56526000","174220000","18600000","74068000","371812000","0","200000"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010005370","서울상지초등학교","02","공립","N","","복식부기","예산세출","16330000","100861000","140606000","215620000","61620000","381241000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 영등포구","S010005372","서울선유초등학교","02","공립","N","","복식부기","예산세출","13130000","87924000","86020000","17140000","92097000","304327000","0","300000"
"서울특별시교육청","서울특별시중부교육지원청","서울특별시 중구","S010005374","서울신당초등학교","02","공립","N","","복식부기","예산세출","17320000","123636000","95591000","15631000","48774000","306090000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010005384","서울버들초등학교","02","공립","N","","복식부기","예산세출","34620000","146580000","188076000","510800000","121278000","243729000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010005386","서울문현초등학교","02","공립","N","","복식부기","예산세출","29379000","177705000","177000000","444450000","90739000","293734000","0","0"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010005387","서울삼일초등학교","02","공립","N","","복식부기","예산세출","12600000","150535000","196935000","453946000","118602000","375358000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010005495","서울매헌초등학교","02","공립","N","","복식부기","예산세출","17278000","110957000","129500000","19300000","63500000","236536000","0","3000000"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010005496","서울수명초등학교","02","공립","N","","복식부기","예산세출","23190000","254546000","165310000","522678000","65102000","298717000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005502","서울은명초등학교","02","공립","N","","복식부기","예산세출","26570000","134032000","247060000","482465000","104109000","291574000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010005503","서울개롱초등학교","02","공립","N","","복식부기","예산세출","18810000","126006000","102392000","119651000","45421000","322357000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010005504","서울잠현초등학교","02","공립","N","","복식부기","예산세출","20010000","157251000","147106000","31700000","89440000","334711000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005505","서울진관초등학교","02","공립","N","","복식부기","예산세출","16210000","149082000","192545000","571851000","77126000","294627000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010005507","서울목운초등학교","02","공립","N","","복식부기","예산세출","37630000","145480000","302821000","63507000","114689000","324166000","0","10000000"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010005513","서울송원초등학교","02","공립","N","","복식부기","예산세출","29240000","191058000","132895000","61160000","65735000","204780000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010005527","서울강명초등학교","02","공립","N","","복식부기","예산세출","10650000","103374000","123620000","74300000","132458000","393156000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 강서구","S010005546","서울등마초등학교","02","공립","N","","복식부기","예산세출","17104000","100388000","149715000","447684000","58104000","388946000","0","0"
"서울특별시교육청","서울특별시강서양천교육지원청","서울특별시 양천구","S010005548","서울신은초등학교","02","공립","N","","복식부기","예산세출","20250000","121680000","100510000","76750000","119730000","383673000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010005549","서울우면초등학교","02","공립","N","","복식부기","예산세출","21340000","112110000","136560000","12000000","138186000","378131000","0","0"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010005551","서울동호초등학교","02","공립","N","","복식부기","예산세출","19533000","147964000","121600000","358020000","104791000","321248000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010005553","서울천왕초등학교","02","공립","N","","복식부기","예산세출","20965000","177134000","158952000","18800000","110272000","292235000","0","1000000"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010005555","서울하늘초등학교","02","공립","N","","복식부기","예산세출","18090000","225026000","131705000","248368000","114531000","298155000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005557","서울은빛초등학교","02","공립","N","","복식부기","예산세출","16140000","164305000","97950000","23600000","169434000","425558000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005559","서울수리초등학교","02","공립","N","","복식부기","예산세출","17792000","109310000","114810000","17876000","91735000","297025000","0","0"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010005567","서울상현초등학교","02","공립","N","","복식부기","예산세출","19610000","155007000","139505000","20721000","117324000","346689000","0","5000000"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005577","서울구현초등학교","02","공립","N","","복식부기","예산세출","32045000","148492000","123665000","32130000","69538000","246517000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005581","서울은진초등학교","02","공립","N","","복식부기","예산세출","17750000","84787000","136596000","15900000","74246000","296287000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010005597","서울가재울초등학교","02","공립","N","","복식부기","예산세출","30790000","142699000","229000000","25500000","187461000","511470000","0","5000000"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010005599","서울위례솔초등학교","02","공립","N","","복식부기","예산세출","29340000","150789000","221420000","539469000","96195000","404501000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010005600","서울고현초등학교","02","공립","N","","복식부기","예산세출","16900000","134218000","218200000","339250000","85336000","501572000","0","0"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010005601","서울어울초등학교","02","공립","N","","복식부기","예산세출","28165000","172685000","176715000","20318000","117476000","343676000","0","1000000"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010005606","서울새솔초등학교","02","공립","N","","복식부기","예산세출","33620000","209453000","127904000","85529000","69563000","369618000","0","1000000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010005828","서울율현초등학교","02","공립","N","","복식부기","예산세출","22005000","128959000","166790000","21950000","168214000","363258000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 서초구","S010005830","서울우솔초등학교","02","공립","N","","복식부기","예산세출","16990000","90684000","129940000","15800000","66449000","357740000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010005831","서울자곡초등학교","02","공립","N","","복식부기","예산세출","15470000","111658000","133092000","8629000","113167000","322113000","0","0"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010005832","서울세명초등학교","02","공립","N","","복식부기","예산세출","12760000","99346000","155784000","13655000","160071000","384291000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010006043","서울송례초등학교","02","공립","N","","복식부기","예산세출","22225000","223908000","347180000","668564000","147764000","556721000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010006211","서울위례별초등학교","02","공립","N","","복식부기","예산세출","37300000","207298000","381480000","552400000","181287000","476381000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010006385","서울강솔초등학교","02","공립","N","","복식부기","예산세출","17040000","254598000","112740000","136970000","106531000","360481000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 금천구","S010006386","서울금나래초등학교","02","공립","N","","복식부기","예산세출","32585000","179148000","232550000","70700000","139640000","366886000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010006431","서울하늘숲초등학교","02","공립","N","","복식부기","예산세출","13640000","138192000","113720000","16000000","100264000","382304000","0","0"
"서울특별시교육청","서울특별시남부교육지원청","서울특별시 구로구","S010006432","서울항동초등학교","02","공립","N","","복식부기","예산세출","39140000","169388000","219050000","24006000","153432000","442108000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 송파구","S010006433","서울해누리초등학교","02","공립","Y","본교는 초중이음학교(통합학교)로 초중회계통합으로 중학교에서 총괄 관리함","복식부기","","0","0","0","0","0","0","0","0"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010006476","서울양원숲초등학교","02","공립","N","","복식부기","예산세출","19400000","159961000","130140000","42610000","83392000","309902000","0","1430000"
"서울특별시교육청","서울특별시강남서초교육지원청","서울특별시 강남구","S010006510","서울개현초등학교","02","공립","N","","복식부기","예산세출","16240000","150504000","213240000","24410000","374771000","441359000","0","0"
"서울특별시교육청","서울특별시강동송파교육지원청","서울특별시 강동구","S010006543","서울강빛초등학교","02","공립","Y","본교는 해당항목에 대해서 통계자료가 없으므로 제외함.","복식부기","","0","0","0","0","0","0","0","0"